Vegetable,Season,Month,Temperature,Disaster Events,Vegetable Condition,Price per kg
Radish,Winter,2,18.25522081,No,wilted,35
Brinjal,Monsoon,1,24.21055781,Yes,wilted,52
Onion,Winter,11,33.25894055,Yes,wilted,32.5
Potato,Monsoon,5,34.04973288,Yes,fresh,36.4
Chilly,Spring,11,29.48578386,No,average,35
Bitter gourd,Monsoon,6,24.032435,Yes,average,32.5
Bitter gourd,Summer,3,27.27248918,Yes,average,32.5
Radish,Winter,8,21.55046114,Yes,scrap,45.5
Tomato,Autumn,7,13.79669029,No,scrap,30
Peas,Autumn,2,21.56861792,No,scrap,85
Tomato,Winter,12,25.90998268,Yes,wilted,39
Potato,Spring,7,27.96502044,No,average,28
Bitter gourd,Monsoon,1,38.07402928,Yes,wilted,32.5
Brinjal,Spring,9,33.32000335,No,fresh,40
Okra,Autumn,7,14.55977684,No,average,20
Cabbage,Winter,6,15.2254662,Yes,fresh,39
Bitter gourd,Winter,2,13.01484278,Yes,fresh,32.5
Radish,Spring,3,32.14545182,Yes,wilted,49.4
Cucumber,Spring,1,31.18366835,No,average,30
Tomato,Monsoon,10,39.59088705,Yes,fresh,39
Chilly,Summer,5,25.66070253,No,average,35
Chilly,Summer,9,34.79244787,No,fresh,35
Cucumber,Monsoon,6,27.29319576,Yes,fresh,39
Cabbage,Summer,5,36.22260138,No,wilted,30
Chilly,Autumn,12,31.63063118,No,average,35
Chilly,Summer,3,29.28652045,Yes,wilted,45.5
Onion,Monsoon,5,26.95368013,No,wilted,25
Onion,Summer,8,31.68911573,No,wilted,25
Tomato,Winter,12,22.58961528,Yes,wilted,39
Pumpkin,Spring,2,12.89729742,Yes,wilted,52
Okra,Autumn,5,11.19958386,Yes,fresh,26
Pumpkin,Winter,6,24.37071195,No,average,40
Bitter gourd,Winter,10,27.97874747,No,average,25
Potato,Monsoon,8,12.36547092,No,wilted,28
Potato,Spring,8,18.60710647,Yes,average,36.4
Cauliflower,Spring,5,19.66096618,No,fresh,20
Bitter gourd,Autumn,9,26.88386606,No,wilted,25
Tomato,Monsoon,4,18.35447368,No,scrap,30
Ginger,Autumn,12,12.86945799,Yes,scrap,78
Brinjal,Summer,9,14.94570223,Yes,fresh,52
Ginger,Winter,11,15.21843405,Yes,fresh,78
Garlic,Autumn,7,35.28084833,No,scrap,80
Brinjal,Winter,6,18.52959061,No,wilted,40
Cabbage,Monsoon,4,31.44075202,Yes,fresh,39
Pointed grourd,Summer,2,27.03516239,Yes,scrap,45.5
Bitter gourd,Monsoon,8,39.31116261,No,wilted,25
Pointed grourd,Summer,6,18.18468007,Yes,fresh,45.5
Chilly,Summer,12,14.75119062,No,average,35
Tomato,Winter,3,11.56113513,Yes,average,39
Radish,Monsoon,7,17.22878987,Yes,average,49.4
Radish,Monsoon,10,30.52212659,Yes,wilted,45.5
Radish,Autumn,7,12.55774674,No,fresh,35
Chilly,Monsoon,6,17.34105535,Yes,scrap,45.5
Pumpkin,Autumn,2,35.65925105,No,fresh,40
Brinjal,Spring,8,27.48858848,Yes,average,52
Peas,Spring,1,12.08564621,Yes,average,110.5
Garlic,Spring,1,11.43049433,No,wilted,80
Cucumber,Monsoon,6,11.83368626,No,scrap,30
Brinjal,Monsoon,5,38.2562515,Yes,wilted,52
Cucumber,Autumn,9,35.49614286,No,scrap,30
Brinjal,Summer,12,35.34820126,Yes,fresh,52
Radish,Autumn,7,37.72650287,No,wilted,35
Brinjal,Spring,2,25.15766171,No,wilted,40
Cucumber,Autumn,12,17.42034013,Yes,wilted,39
Bitter gourd,Summer,7,22.04044013,Yes,average,32.5
Radish,Monsoon,3,31.56592219,No,average,35
Onion,Autumn,1,36.28098615,No,scrap,25
Tomato,Spring,11,23.0527278,Yes,fresh,39
Chilly,Spring,8,26.06142866,No,wilted,35
Cauliflower,Monsoon,12,37.9534898,No,average,20
Onion,Autumn,3,13.22495911,No,wilted,25
Tomato,Summer,11,35.86897651,No,scrap,30
Onion,Monsoon,8,14.77922447,Yes,scrap,32.5
Tomato,Autumn,7,24.51584051,Yes,fresh,39
Chilly,Winter,12,16.55269386,No,scrap,35
Brinjal,Spring,2,28.08842892,No,wilted,40
Cucumber,Summer,1,26.75720265,Yes,fresh,39
Brinjal,Summer,7,21.40022093,No,fresh,40
Potato,Summer,1,35.89910545,No,average,28
Peas,Spring,6,29.79439961,No,wilted,85
Peas,Autumn,11,31.63615375,No,scrap,85
Radish,Monsoon,10,14.51979215,No,average,38
Peas,Autumn,11,36.49497034,Yes,wilted,110.5
Radish,Monsoon,10,15.01120491,No,wilted,35
Radish,Summer,8,16.68354893,No,fresh,38
Peas,Autumn,7,13.84165415,No,fresh,85
Radish,Summer,4,23.21077624,Yes,wilted,49.4
Ginger,Winter,1,36.63127695,No,average,60
Cauliflower,Summer,1,17.57342559,No,fresh,20
Ginger,Summer,4,21.21260261,Yes,fresh,78
Cauliflower,Monsoon,5,35.3819926,Yes,wilted,26
Cabbage,Winter,12,28.53445839,Yes,wilted,39
Cabbage,Summer,7,32.54849181,Yes,fresh,39
Chilly,Summer,4,16.42000148,No,average,35
Onion,Winter,10,31.4946959,No,fresh,25
Cucumber,Winter,12,16.82831736,No,wilted,30
Bitter gourd,Autumn,1,39.61941947,Yes,fresh,32.5
Chilly,Monsoon,11,26.79658468,No,wilted,35
Okra,Winter,10,30.86917774,Yes,fresh,26
Pointed grourd,Winter,7,13.55204752,Yes,wilted,45.5
Pumpkin,Spring,2,17.5196794,No,wilted,40
Brinjal,Winter,11,14.19221979,Yes,average,52
Tomato,Monsoon,2,21.70512146,Yes,wilted,39
Pumpkin,Summer,8,18.52407593,No,fresh,40
Potato,Summer,12,31.98766779,No,wilted,28
Okra,Summer,10,13.26126939,Yes,scrap,26
Radish,Summer,10,32.56178105,No,fresh,35
Radish,Spring,10,11.37114474,No,average,35
Peas,Winter,5,16.06053512,Yes,fresh,110.5
Radish,Summer,10,33.75894976,Yes,average,49.4
Tomato,Autumn,2,32.28329923,No,scrap,30
Cauliflower,Summer,5,24.28978342,No,average,20
Bitter gourd,Winter,8,11.49948145,Yes,wilted,32.5
Ginger,Summer,6,28.29681225,No,scrap,60
Tomato,Spring,3,22.20172312,Yes,scrap,39
Cabbage,Monsoon,8,19.49584451,Yes,average,39
Radish,Monsoon,9,29.2123191,No,fresh,35
Radish,Winter,5,23.09843687,No,average,35
Pumpkin,Monsoon,2,12.77263301,No,average,40
Pumpkin,Monsoon,2,37.47851412,No,scrap,40
Brinjal,Autumn,7,33.35479298,No,wilted,40
Potato,Winter,1,11.69134574,Yes,fresh,36.4
Pumpkin,Winter,10,25.75191611,No,average,40
Garlic,Monsoon,12,12.50132689,Yes,wilted,104
Cabbage,Monsoon,2,35.11869577,No,wilted,30
Radish,Monsoon,10,28.39041883,Yes,fresh,45.5
Pumpkin,Spring,4,15.17347401,No,wilted,40
Peas,Summer,1,10.62224028,No,average,85
Radish,Spring,4,10.94743036,Yes,scrap,45.5
Potato,Winter,12,25.22096416,No,wilted,28
Cucumber,Autumn,11,32.03120436,No,scrap,30
Cabbage,Summer,10,13.62521354,Yes,fresh,39
Radish,Autumn,5,16.63852198,Yes,fresh,45.5
Chilly,Winter,9,19.81779836,Yes,wilted,45.5
Onion,Winter,1,16.54230346,No,scrap,25
Garlic,Autumn,12,21.74009688,Yes,average,104
Tomato,Autumn,5,26.78845017,Yes,scrap,39
Garlic,Autumn,2,30.54810245,No,wilted,80
Pointed grourd,Winter,9,38.91325547,No,scrap,35
Tomato,Monsoon,6,37.92531009,No,scrap,30
Potato,Autumn,2,27.10380924,No,fresh,28
Cauliflower,Summer,3,32.02450169,No,wilted,20
Onion,Winter,8,38.52616614,No,scrap,25
Cabbage,Spring,1,12.50415834,Yes,wilted,39
Okra,Spring,12,10.1690428,Yes,average,26
Potato,Summer,3,10.89399291,No,wilted,28
Radish,Monsoon,10,26.90048087,Yes,average,45.5
Cauliflower,Autumn,1,32.88500276,Yes,wilted,26
Radish,Winter,11,21.01224852,Yes,wilted,45.5
Brinjal,Autumn,11,26.35717524,Yes,scrap,52
Radish,Winter,8,25.49098956,No,scrap,35
Ginger,Spring,1,12.84312675,No,average,60
Ginger,Autumn,5,19.64764793,Yes,average,78
Tomato,Summer,4,10.58305466,No,fresh,30
Pointed grourd,Monsoon,7,13.32117066,Yes,scrap,45.5
Onion,Summer,5,34.35574669,Yes,average,32.5
Okra,Monsoon,8,34.88240492,No,scrap,20
Chilly,Autumn,12,34.0583896,Yes,wilted,45.5
Cucumber,Autumn,11,31.80455923,No,fresh,30
Brinjal,Monsoon,1,33.79938539,No,scrap,40
Potato,Spring,5,30.12947024,No,scrap,28
Cucumber,Winter,4,30.09500016,No,scrap,30
Chilly,Summer,3,30.02085392,No,scrap,35
Bitter gourd,Summer,5,25.42128369,No,average,25
Cucumber,Summer,10,20.900417,No,average,30
Cucumber,Autumn,3,31.90585798,No,fresh,30
Radish,Summer,8,18.95938041,No,wilted,38
Cauliflower,Winter,3,26.28706394,Yes,wilted,26
Peas,Winter,1,23.00066861,No,fresh,85
Okra,Monsoon,9,18.29866831,Yes,wilted,26
Cabbage,Autumn,9,39.24069761,No,average,30
Ginger,Winter,6,17.76254936,Yes,scrap,78
Chilly,Spring,10,19.27879191,No,wilted,35
Cauliflower,Autumn,1,14.84762505,No,scrap,20
Cucumber,Autumn,8,34.68941876,No,scrap,30
Brinjal,Winter,2,27.59768202,Yes,average,52
Peas,Spring,9,28.39117769,Yes,scrap,110.5
Cauliflower,Monsoon,8,34.61684235,No,wilted,20
Radish,Winter,3,20.28758976,Yes,average,45.5
Cucumber,Spring,5,15.80900276,No,fresh,30
Tomato,Autumn,9,15.95216092,Yes,average,39
Cucumber,Spring,1,31.97859464,Yes,wilted,39
Brinjal,Autumn,9,28.42345463,Yes,average,52
Radish,Winter,4,16.19016636,No,wilted,35
Peas,Winter,4,14.35196184,Yes,wilted,110.5
Ginger,Summer,4,13.62061915,Yes,average,78
Potato,Summer,10,28.83395943,No,wilted,28
Pointed grourd,Summer,12,10.00355935,No,fresh,35
Chilly,Winter,9,10.54958028,Yes,wilted,45.5
Cucumber,Monsoon,6,21.68659407,Yes,fresh,39
Cauliflower,Winter,11,30.74049593,No,fresh,20
Bitter gourd,Spring,8,30.85118129,No,wilted,25
Tomato,Winter,12,22.90354821,No,scrap,30
Pointed grourd,Winter,4,30.7322082,No,fresh,35
Radish,Autumn,3,25.63288539,No,fresh,35
Bitter gourd,Autumn,1,39.3079425,Yes,average,32.5
Pumpkin,Autumn,10,14.87380642,No,fresh,40
Cucumber,Winter,7,28.02001803,No,fresh,30
Chilly,Monsoon,4,24.73716328,Yes,fresh,45.5
Peas,Spring,8,15.83399034,No,fresh,85
Cauliflower,Spring,3,32.49971296,No,scrap,20
Potato,Monsoon,1,18.2652406,No,fresh,28
Peas,Monsoon,5,21.45129457,Yes,wilted,110.5
Cabbage,Spring,2,21.24491709,No,scrap,30
Bitter gourd,Summer,3,17.3261342,No,fresh,25
Cucumber,Autumn,6,22.92115995,No,wilted,30
Onion,Autumn,3,24.20037643,No,wilted,25
Chilly,Spring,3,32.32665018,Yes,scrap,45.5
Onion,Monsoon,12,32.95205723,Yes,scrap,32.5
Pointed grourd,Summer,6,14.75667905,No,wilted,35
Brinjal,Spring,5,27.78316898,No,scrap,40
Potato,Autumn,10,36.88593395,No,scrap,28
Ginger,Winter,9,13.26359827,No,average,60
Brinjal,Monsoon,1,24.18742134,No,scrap,40
Bitter gourd,Winter,3,32.51059367,No,average,25
Chilly,Spring,3,28.34474003,No,scrap,35
Okra,Autumn,11,13.0175697,Yes,scrap,26
Tomato,Summer,6,21.89818376,No,wilted,30
Okra,Winter,8,25.21718495,Yes,average,26
Peas,Summer,3,39.87536805,Yes,scrap,110.5
Radish,Autumn,3,15.35823728,No,fresh,35
Cucumber,Winter,6,39.47271301,Yes,scrap,39
Cabbage,Summer,8,21.28449353,Yes,wilted,39
Tomato,Summer,6,16.00961458,Yes,wilted,39
Chilly,Winter,12,22.42327246,No,wilted,35
Pointed grourd,Autumn,10,28.41985372,Yes,average,45.5
Pumpkin,Summer,3,16.40492182,Yes,average,52
Peas,Spring,4,18.7431725,No,average,85
Okra,Winter,1,35.63639505,No,fresh,20
Brinjal,Monsoon,8,39.97028385,Yes,average,52
Pointed grourd,Monsoon,4,19.54518074,No,wilted,35
Cabbage,Autumn,6,14.46570412,No,average,30
Cabbage,Spring,11,33.7951246,Yes,average,39
Bitter gourd,Summer,3,28.01367062,Yes,scrap,32.5
Ginger,Monsoon,11,13.0120343,Yes,average,78
Ginger,Autumn,12,38.40314444,No,scrap,60
Peas,Spring,11,12.34148585,Yes,average,110.5
Okra,Spring,6,28.76069205,Yes,scrap,26
Chilly,Autumn,12,22.71811768,No,wilted,35
Pumpkin,Autumn,11,26.69871755,No,average,40
Cabbage,Summer,9,16.39642587,No,wilted,30
Chilly,Autumn,9,30.64331198,No,average,35
Chilly,Summer,10,38.79159067,Yes,fresh,45.5
Pumpkin,Summer,3,23.75277622,Yes,fresh,52
Cauliflower,Winter,3,25.68874833,Yes,wilted,26
Potato,Spring,4,17.19435012,No,wilted,28
Onion,Spring,12,36.75603951,Yes,fresh,32.5
Ginger,Spring,7,39.13523215,No,fresh,60
Ginger,Winter,3,33.58890655,No,scrap,60
Garlic,Summer,10,26.28320506,No,average,80
Ginger,Summer,8,38.70390474,Yes,fresh,78
Pumpkin,Autumn,11,14.61550166,No,wilted,40
Cucumber,Winter,8,24.3547258,Yes,wilted,39
Bitter gourd,Autumn,6,26.1281712,Yes,fresh,32.5
Radish,Winter,4,24.75749259,Yes,wilted,45.5
Bitter gourd,Autumn,11,34.07254862,No,average,25
Tomato,Monsoon,12,30.11208673,Yes,scrap,39
Bitter gourd,Spring,11,13.79975398,Yes,average,32.5
Radish,Spring,5,20.39353922,No,scrap,35
Brinjal,Summer,12,20.17230545,Yes,scrap,52
Pumpkin,Monsoon,2,26.96896578,No,fresh,40
Ginger,Spring,6,18.74375253,Yes,wilted,78
Ginger,Summer,3,13.51815309,No,scrap,60
Garlic,Monsoon,6,29.61047997,No,fresh,80
Cucumber,Spring,12,35.53110816,No,wilted,30
Cucumber,Autumn,5,37.94824286,No,wilted,30
Cabbage,Winter,2,39.17735253,No,scrap,30
Garlic,Monsoon,12,33.43350539,Yes,wilted,104
Ginger,Summer,5,14.19107285,Yes,average,78
Onion,Monsoon,5,35.59335473,Yes,wilted,32.5
Radish,Summer,9,21.9988022,Yes,average,45.5
Radish,Monsoon,11,31.89733941,No,wilted,35
Bitter gourd,Summer,8,25.93804015,No,scrap,25
Garlic,Spring,12,34.85818401,Yes,scrap,104
Cauliflower,Autumn,12,22.76517199,No,fresh,20
Cucumber,Spring,7,11.85381432,Yes,average,39
Bitter gourd,Autumn,12,26.70471133,No,average,25
Chilly,Spring,3,15.13871664,No,scrap,35
Bitter gourd,Spring,10,38.96552897,Yes,scrap,32.5
Cauliflower,Monsoon,4,25.80889197,Yes,scrap,26
Brinjal,Winter,6,26.60676382,No,average,40
Onion,Summer,3,37.21797138,Yes,fresh,32.5
Chilly,Summer,11,28.73755735,Yes,average,45.5
Onion,Summer,9,19.08188132,Yes,scrap,32.5
Bitter gourd,Autumn,8,18.88283851,Yes,fresh,32.5
Cucumber,Summer,6,25.0473595,No,wilted,30
Potato,Summer,4,35.99824687,No,wilted,28
Radish,Monsoon,7,33.84188022,No,scrap,35
Cauliflower,Spring,11,38.88221758,No,fresh,20
Potato,Summer,3,12.15658369,Yes,scrap,36.4
Radish,Winter,10,18.04978207,Yes,average,45.5
Ginger,Summer,8,12.40623123,Yes,average,78
Chilly,Autumn,1,32.53237582,No,fresh,35
Radish,Autumn,3,14.22501067,No,scrap,35
Cauliflower,Autumn,11,12.99658954,No,scrap,20
Pointed grourd,Summer,5,26.85016621,No,wilted,35
Potato,Monsoon,5,22.34454136,Yes,fresh,36.4
Brinjal,Winter,10,31.45304016,Yes,scrap,52
Cauliflower,Summer,2,24.61046175,Yes,average,26
Cauliflower,Monsoon,10,22.76003788,No,scrap,20
Peas,Monsoon,8,22.76501346,No,scrap,85
Chilly,Summer,5,36.15629141,No,average,35
Peas,Summer,7,21.85676952,No,average,85
Onion,Monsoon,7,20.00191383,No,scrap,25
Ginger,Monsoon,5,20.15605231,No,average,60
Cucumber,Monsoon,8,15.8980239,Yes,wilted,39
Cucumber,Summer,9,35.82066552,No,wilted,30
Ginger,Monsoon,4,14.39892445,No,wilted,60
Radish,Autumn,4,37.25832213,No,average,35
Pumpkin,Summer,8,18.50403166,Yes,average,52
Peas,Autumn,1,36.98280467,Yes,average,110.5
Pointed grourd,Spring,4,33.7246197,No,fresh,35
Potato,Summer,6,27.45962563,Yes,average,36.4
Ginger,Spring,4,30.08410012,Yes,wilted,78
Bitter gourd,Monsoon,6,19.77532272,Yes,wilted,32.5
Radish,Monsoon,5,27.22685843,No,wilted,35
Ginger,Winter,9,18.77208702,Yes,fresh,78
Peas,Monsoon,10,22.06818442,Yes,scrap,110.5
Pointed grourd,Spring,9,32.93987666,Yes,wilted,45.5
Pointed grourd,Monsoon,4,17.31797691,No,fresh,35
Cauliflower,Summer,4,35.16538048,Yes,scrap,26
Radish,Monsoon,12,21.27648561,No,fresh,38
Cauliflower,Winter,8,25.96509883,Yes,fresh,26
Chilly,Monsoon,10,38.25881463,No,scrap,35
Chilly,Spring,4,30.43766891,No,average,35
Ginger,Spring,2,29.36812339,No,average,60
Onion,Monsoon,2,31.34823183,No,wilted,25
Tomato,Spring,1,37.54334016,No,scrap,30
Okra,Spring,5,17.45541128,Yes,wilted,26
Pumpkin,Winter,6,28.39723617,Yes,fresh,52
Ginger,Summer,9,22.01181563,Yes,average,78
Okra,Winter,5,10.3556588,No,wilted,20
Peas,Autumn,6,13.75902689,No,wilted,85
Bitter gourd,Winter,6,19.74975686,No,average,25
Pumpkin,Monsoon,3,26.94999914,Yes,fresh,52
Chilly,Summer,12,36.4442433,No,wilted,35
Pumpkin,Monsoon,4,33.73342355,No,wilted,40
Cauliflower,Autumn,1,26.60001017,No,scrap,20
Bitter gourd,Summer,4,12.21611254,No,scrap,25
Ginger,Spring,1,18.57718871,Yes,average,78
Radish,Winter,5,21.00125944,No,average,35
Radish,Monsoon,11,28.65151556,No,fresh,35
Okra,Autumn,11,11.94770869,No,fresh,20
Okra,Spring,8,25.90580664,No,wilted,20
Onion,Winter,8,37.04393728,Yes,scrap,32.5
Okra,Spring,5,31.16298087,No,fresh,20
Cabbage,Winter,10,33.9123042,Yes,wilted,39
Peas,Summer,2,30.45026945,Yes,wilted,110.5
Cucumber,Spring,12,16.19767337,No,average,30
Brinjal,Spring,6,13.3145146,No,scrap,40
Garlic,Spring,1,34.88472019,Yes,wilted,104
Brinjal,Summer,7,30.86513308,No,average,40
Tomato,Autumn,11,27.25184676,No,wilted,30
Peas,Winter,4,15.67848595,Yes,scrap,110.5
Pointed grourd,Spring,5,28.10034896,Yes,wilted,45.5
Garlic,Summer,6,10.93965356,Yes,wilted,104
Cucumber,Autumn,11,13.56517403,Yes,fresh,39
Bitter gourd,Winter,1,19.35670449,Yes,fresh,32.5
Tomato,Summer,9,23.31214832,Yes,average,39
Peas,Winter,10,13.61693487,No,wilted,85
Tomato,Spring,4,13.59820552,No,average,30
Garlic,Autumn,8,31.77680982,No,scrap,80
Tomato,Summer,5,27.0915822,No,average,30
Okra,Autumn,11,26.01225942,No,wilted,20
Tomato,Spring,8,23.57303485,No,fresh,30
Ginger,Autumn,1,39.29629319,No,fresh,60
Tomato,Autumn,8,11.49400849,No,average,30
Garlic,Monsoon,11,15.41881528,No,fresh,80
Bitter gourd,Autumn,11,29.42523272,Yes,wilted,32.5
Potato,Winter,4,14.09096962,Yes,wilted,36.4
Tomato,Summer,2,27.68142814,No,scrap,30
Potato,Monsoon,11,27.03283676,No,fresh,28
Radish,Summer,6,39.13015551,Yes,fresh,49.4
Ginger,Summer,2,36.50159461,Yes,scrap,78
Bitter gourd,Spring,5,38.36660031,Yes,average,32.5
Pumpkin,Spring,2,13.40807108,No,scrap,40
Radish,Monsoon,3,36.04445312,Yes,fresh,45.5
Brinjal,Spring,11,13.87271985,Yes,average,52
Tomato,Spring,6,28.98796536,Yes,wilted,39
Cucumber,Spring,1,31.60234482,No,wilted,30
Cauliflower,Summer,6,14.82560494,Yes,scrap,26
Bitter gourd,Monsoon,3,28.97978128,No,wilted,25
Ginger,Summer,7,11.57381479,Yes,fresh,78
Garlic,Winter,2,18.79798257,Yes,scrap,104
Cabbage,Summer,6,37.63475482,No,fresh,30
Onion,Winter,8,15.15193489,Yes,fresh,32.5
Onion,Autumn,1,11.95809977,Yes,average,32.5
Pumpkin,Autumn,11,23.31034599,Yes,average,52
Brinjal,Winter,11,35.51854626,No,average,40
Bitter gourd,Winter,9,12.30017146,No,wilted,25
Garlic,Summer,5,20.66606096,No,average,80
Ginger,Winter,5,36.99324504,Yes,fresh,78
Bitter gourd,Monsoon,12,13.5446665,No,scrap,25
Cabbage,Autumn,5,19.32005518,Yes,scrap,39
Ginger,Autumn,6,33.35261835,Yes,fresh,78
Radish,Winter,2,26.29632961,Yes,wilted,45.5
Chilly,Spring,6,34.96999422,Yes,scrap,45.5
Cabbage,Spring,11,13.34786179,Yes,fresh,39
Bitter gourd,Winter,4,37.61662514,Yes,fresh,32.5
Radish,Monsoon,8,38.04735384,Yes,fresh,45.5
Ginger,Spring,11,14.6593906,Yes,scrap,78
Brinjal,Winter,9,11.01626393,No,scrap,40
Cabbage,Monsoon,9,39.69524146,No,average,30
Pumpkin,Monsoon,8,24.46754777,Yes,average,52
Pumpkin,Summer,3,27.16226212,No,fresh,40
Peas,Monsoon,10,28.47714201,No,fresh,85
Radish,Spring,11,33.69005388,No,fresh,38
Cauliflower,Spring,11,34.35963907,Yes,fresh,26
Chilly,Winter,4,15.81775673,No,scrap,35
Pumpkin,Winter,1,17.09910222,Yes,average,52
Radish,Monsoon,9,36.30499087,No,wilted,38
Garlic,Autumn,5,34.58552814,No,fresh,80
Onion,Summer,6,28.52858145,No,average,25
Garlic,Autumn,3,39.84097477,Yes,fresh,104
Bitter gourd,Monsoon,11,32.05551831,Yes,scrap,32.5
Radish,Monsoon,10,16.47510304,Yes,wilted,49.4
Cauliflower,Autumn,8,35.39932193,Yes,average,26
Brinjal,Summer,7,22.44197909,Yes,average,52
Bitter gourd,Autumn,1,11.08457982,Yes,wilted,32.5
Radish,Winter,10,19.64263833,Yes,scrap,45.5
Chilly,Spring,12,32.90653702,Yes,wilted,45.5
Peas,Winter,5,38.80618622,Yes,average,110.5
Onion,Spring,10,18.28409249,No,wilted,25
Brinjal,Monsoon,9,17.39548973,No,scrap,40
Cabbage,Summer,12,26.90849757,Yes,scrap,39
Pointed grourd,Autumn,11,34.35051699,No,fresh,35
Chilly,Summer,12,32.39577046,No,wilted,35
Chilly,Autumn,6,26.79876708,Yes,wilted,45.5
Cucumber,Winter,8,28.94169045,Yes,average,39
Okra,Winter,10,17.26296872,No,scrap,20
Brinjal,Autumn,1,22.97722795,Yes,wilted,52
Pointed grourd,Summer,10,17.6609688,No,average,35
Cabbage,Autumn,11,36.53253925,Yes,fresh,39
Pointed grourd,Monsoon,7,13.37663522,No,wilted,35
Tomato,Winter,3,30.39221674,Yes,wilted,39
Onion,Monsoon,9,17.80849591,No,average,25
Pumpkin,Winter,6,24.26732229,No,average,40
Tomato,Winter,5,18.98238341,No,scrap,30
Tomato,Spring,8,19.69735951,No,scrap,30
Pumpkin,Monsoon,8,17.81179041,Yes,scrap,52
Okra,Monsoon,12,32.58378764,No,wilted,20
Ginger,Spring,12,20.97147572,Yes,average,78
Brinjal,Summer,3,31.79071053,No,scrap,40
Potato,Monsoon,2,23.6820979,Yes,wilted,36.4
Garlic,Autumn,2,26.41738126,No,scrap,80
Okra,Spring,5,26.29862427,Yes,fresh,26
Peas,Monsoon,10,39.27556238,No,wilted,85
Pumpkin,Summer,12,21.01187367,No,scrap,40
Cauliflower,Monsoon,7,16.23052286,Yes,scrap,26
Potato,Winter,8,37.35375821,No,fresh,28
Brinjal,Autumn,10,15.24517868,No,fresh,40
Chilly,Spring,8,35.03268538,No,scrap,35
Peas,Winter,12,14.50644686,No,scrap,85
Cucumber,Summer,8,29.76173003,Yes,average,39
Onion,Winter,10,14.5162244,No,scrap,25
Cauliflower,Winter,12,37.69257458,Yes,scrap,26
Okra,Summer,11,26.95024848,Yes,average,26
Cucumber,Winter,3,19.87821517,Yes,average,39
Brinjal,Spring,11,14.20968325,Yes,scrap,52
Tomato,Monsoon,2,21.13576708,No,average,30
Chilly,Winter,4,31.15060105,No,wilted,35
Cucumber,Spring,1,21.54852652,Yes,fresh,39
Pointed grourd,Monsoon,3,17.38282408,No,wilted,35
Onion,Monsoon,11,27.32228345,No,fresh,25
Cucumber,Winter,9,22.53465559,Yes,fresh,39
Ginger,Spring,7,14.97418708,Yes,scrap,78
Brinjal,Winter,7,14.61963971,Yes,fresh,52
Pointed grourd,Summer,1,31.22385971,No,wilted,35
Potato,Monsoon,7,39.24015687,Yes,scrap,36.4
Garlic,Winter,10,16.99282213,Yes,average,104
Onion,Monsoon,7,33.19445802,No,wilted,25
Potato,Spring,4,12.62820107,No,scrap,28
Tomato,Autumn,7,21.44727757,No,fresh,30
Pumpkin,Winter,8,25.20064458,No,wilted,40
Brinjal,Winter,3,18.06240836,No,fresh,40
Peas,Monsoon,10,25.8873525,No,scrap,85
Bitter gourd,Spring,2,36.47843283,No,scrap,25
Cauliflower,Summer,7,38.33313887,No,average,20
Peas,Spring,5,13.01670863,Yes,average,110.5
Ginger,Winter,5,18.15537802,No,wilted,60
Peas,Summer,5,39.37401753,Yes,average,110.5
Cauliflower,Spring,7,18.11255231,No,fresh,20
Tomato,Autumn,9,30.78122053,No,fresh,30
Garlic,Monsoon,11,17.60361082,Yes,average,104
Ginger,Spring,8,20.6909678,No,average,60
Cabbage,Spring,6,15.73836964,Yes,average,39
Brinjal,Autumn,7,35.68900581,No,wilted,40
Radish,Winter,9,36.47946291,Yes,wilted,45.5
Chilly,Monsoon,11,18.90737524,Yes,fresh,45.5
Bitter gourd,Spring,6,34.70769473,No,wilted,25
Cauliflower,Summer,1,20.7472495,Yes,wilted,26
Radish,Spring,4,12.97058269,Yes,scrap,45.5
Cabbage,Monsoon,8,32.74229192,No,fresh,30
Peas,Spring,7,27.89338747,No,fresh,85
Tomato,Autumn,3,18.23147331,Yes,average,39
Potato,Spring,10,17.58999222,No,scrap,28
Peas,Spring,3,39.26870111,Yes,average,110.5
Brinjal,Summer,11,35.87503123,Yes,wilted,52
Okra,Autumn,3,34.29394988,Yes,fresh,26
Brinjal,Autumn,12,13.84053126,No,wilted,40
Okra,Spring,1,32.65561823,No,wilted,20
